jsoncpp	4	https://github.com/open-source-parsers/jsoncpp.git	c++
jsonparser	4	https://github.com/buger/jsonparser.git	go
libcst	4	https://github.com/instagram/libcst.git	python
libidn2	4	https://gitlab.com/libidn/libidn2.git	c++
libtasn1	4	https://gitlab.com/gnutls/libtasn1.git	c++
libtheora	4	https://git.xiph.org/theora.git	c++
markdown-it-py	4	https://github.com/executablebooks/markdown-it-py.git	python
miniz	4	https://github.com/richgel999/miniz.git	c
moby	4	https://github.com/moby/moby.git	go
mutagen	4	https://github.com/quodlibet/mutagen.git	python
nestegg	4	https://github.com/kinetiknz/nestegg.git	c++
openvpn	4	https://github.com/OpenVPN/openvpn.git	c
opusfile	4	https://gitlab.xiph.org/xiph/opusfile.git	c
pasta	4	https://github.com/google/pasta.git	python
protobuf-python	4	https://github.com/protocolbuffers/protobuf.git	python
pugixml	4	https://github.com/zeux/pugixml.git	c++
pycparser	4	https://github.com/eliben/pycparser.git	python
python-tabulate	4	https://github.com/astanin/python-tabulate.git	python
rapidjson	4	https://github.com/Tencent/rapidjson.git	c++
soupsieve	4	https://github.com/facelessuser/soupsieve.git	python
spicy	4	https://github.com/zeek/spicy.git	c++
textwrap	4	https://github.com/mgeisler/textwrap.git	rust
apache-commons-configuration	3	https://gitbox.apache.org/repos/asf/commons-configuration.git	jvm
boost-json	3	https://github.com/boostorg/json.git	c++
cascadia	3	https://github.com/andybalholm/cascadia.git	go
croniter	3	https://github.com/kiorky/croniter.git	python
distlib	3	https://github.com/pypa/distlib.git	python
fabric	3	https://github.com/hyperledger/fabric.git	go
fonttools	3	https://github.com/behdad/fonttools.git	python
ftfy	3	https://github.com/rspeer/python-ftfy.git	python
github_scarecrow	3	https://github.com/Alan32Liu/github-scarecrow.git	python
ipfs	3	https://github.com/ipfs/go-datastore.git	go
kcodecs	3	https://invent.kde.org/frameworks/kcodecs.git	c++
libpng-proto	3	https://git.code.sf.net/p/libpng/codelibpng-code.git	c++
lldb-eval	3	https://github.com/google/lldb-eval.git	c++
lzma	3	https://github.com/fancycode/lzma-fuzz.git	c++
msal	3	https://github.com/AzureAD/microsoft-authentication-library-for-python.git	python
notary	3	https://github.com/notaryproject.git	go
protobuf-java	3	https://github.com/protocolbuffers/protobuf.git	jvm
pulumi	3	https://github.com/pulumi/pulumi.git	go
quick-xml	3	https://github.com/tafia/quick-xml.git	rust
radon	3	https://github.com/radondb/radon.git	go
redis-py	3	https://github.com/redis/redis-py.git	python
resiprocate	3	https://github.com/resiprocate/resiprocate.git	c++
ron	3	https://github.com/ron-rs/ron.git	rust
rtpproxy	3	https://github.com/sippy/rtpproxy.git	c
tendermint	3	https://github.com/tendermint/tendermint.git	go
tinyxml2	3	https://github.com/leethomason/tinyxml2.git	c++
airflow	2	https://github.com/apache/airflow.git	python
apache-commons-cli	2	https://github.com/apache/commons-cli.git	jvm
apache-commons-imaging	2	https://github.com/apache/commons-imaging.git	jvm
arduinojson	2	https://github.com/bblanchon/ArduinoJson.git	c++
astro-compiler	2	https://github.com/withastro/compiler.git	go
capnproto	2	https://github.com/capnproto/capnproto.git	c++
cctz	2	https://github.com/google/cctz.git	c++
cmake	2	https://gitlab.kitware.com/cmake/cmake.git	c
connectedhomeip	2	https://github.com/project-chip/connectedhomeip.git	c++
cryptography	2	https://github.com/pyca/cryptography.git	python
decorator	2	https://github.com/micheles/decorator.git	python
dgraph	2	https://github.com/dgraph-io/dgraph.git	go
dill	2	https://github.com/uqfoundation/dill.git	python
double-conversion	2	https://github.com/google/double-conversion.git	c++
g-api-auth-library-python	2	https://github.com/googleapis/google-auth-library-python.git	python
g-cloud-logging-py	2	https://github.com/googleapis/python-logging.git	python
gdbm	2	https://git.gnu.org.ua/gdbm.git	c
go-attestation	2	https://github.com/google/go-attestation.git	go
go-dns	2	https://github.com/miekg/dns.git	go
go-sftp	2	https://github.com/pkg/sftp.git	go
hsqldb	2	https://svn.code.sf.net/p/hsqldb/svn.git	jvm
janet	2	https://github.com/janet-lang/janet.git	c++
json-c	2	https://github.com/json-c/json-c.git	c++
json-patch	2	https://github.com/evanphx/json-patch.git	go
jwt-verify-lib	2	https://github.com/google/jwt_verify_lib.git	c++
leveldb	2	https://github.com/google/leveldb.git	c++
lldpd	2	https://github.com/lldpd/lldpd.git	c
loki	2	https://github.com/grafana/loki.git	go
looker-sdk	2	https://github.com/looker-open-source/sdk-codegen.git	python
meshoptimizer	2	https://github.com/zeux/meshoptimizer.git	c++
msgpack-c	2	https://github.com/msgpack/msgpack-c.git	c++
opendnp3	2	https://github.com/dnp3/opendnp3.git	c++
ossf-scorecard	2	https://github.com/ossf/scorecard.git	go
powerdns	2	https://github.com/PowerDNS/pdns.git	c++
proftpd	2	https://github.com/proftpd/proftpd.git	c
psycopg2	2	https://github.com/psycopg/psycopg2.git	python
pydateutil	2	https://github.com/dateutil/dateutil.git	python
python-ecdsa	2	https://github.com/tlsfuzzer/python-ecdsa.git	python
smart_open	2	https://github.com/RaRe-Technologies/smart_open.git	python
